donation_id,donor_id,campaign_id,donation_date,amount,method,status
DON00398,D0334,CAMP012,2025-03-25,2787.61,Cash,Refunded
DON00399,D0177,CAMP010,2021-01-30,3440.66,Cash,Refunded
DON00400,D0576,CAMP010,2020-11-04,2296.42,Cash,Refunded
DON00401,D0210,CAMP010,2023-11-18,2036.11,Cash,Completed
DON00402,D0177,CAMP011,2022-06-02,4892.0,Check,Completed
DON00403,D0981,CAMP014,2021-08-09,4400.65,Check,Failed
DON00404,D0357,CAMP006,2020-09-04,3635.42,Credit Card,Refunded
DON00405,D0242,CAMP008,2024-11-10,1740.41,Cash,Refunded
DON00406,D0148,CAMP001,2021-01-19,4941.96,Online,Completed
DON00407,D0964,CAMP017,2021-03-13,1319.73,Online,Refunded
DON00408,D0556,CAMP011,2021-06-20,3351.65,Online,Refunded
DON00409,D0398,CAMP009,2022-03-08,4067.94,Check,Refunded
DON00410,D0469,CAMP020,2020-07-22,4530.46,Online,Refunded
DON00411,D0630,CAMP017,2022-11-15,2859.7,Online,Completed
DON00412,D0092,CAMP023,2021-08-09,178.15,Online,Failed
DON00413,D0775,CAMP002,2024-03-01,3705.32,Online,Failed
DON00414,D0074,CAMP016,2022-04-20,4364.01,Check,Refunded
DON00415,D0955,CAMP021,2020-12-20,1149.97,Check,Failed
DON00416,D0579,CAMP006,2023-05-20,733.21,Check,Completed
DON00417,D0584,CAMP006,2023-05-30,4410.74,Credit Card,Failed
DON00418,D0174,CAMP012,2024-08-02,1505.95,Online,Refunded
DON00419,D0352,CAMP003,2021-03-30,3227.19,Credit Card,Failed
DON00420,D0126,CAMP002,2022-09-07,3805.26,Online,Refunded
DON00421,D0044,CAMP016,2021-01-14,2178.79,Cash,Refunded
DON00422,D0748,CAMP025,2024-03-31,3449.54,Online,Refunded
DON00423,D0847,CAMP015,2023-11-13,1240.38,Cash,Failed
DON00424,D0855,CAMP014,2024-02-21,2946.58,Online,Failed
DON00425,D0888,CAMP009,2020-12-23,2398.72,Cash,Failed
DON00426,D0080,CAMP022,2023-09-22,4462.34,Online,Completed
DON00427,D0121,CAMP003,2021-05-29,1106.31,Credit Card,Refunded
DON00428,D0031,CAMP024,2020-08-26,3242.27,Credit Card,Refunded
DON00429,D0976,CAMP021,2021-09-21,3753.59,Online,Failed
DON00430,D0411,CAMP019,2022-07-09,3206.77,Credit Card,Completed
DON00431,D0973,CAMP006,2023-08-25,3700.75,Credit Card,Failed
DON00432,D0478,CAMP012,2023-09-30,2173.56,Check,Completed
DON00433,D0677,CAMP010,2025-05-13,4237.56,Online,Refunded
DON00434,D0973,CAMP019,2023-12-29,1553.52,Online,Failed
DON00435,D0160,CAMP016,2023-10-27,2424.35,Check,Refunded
DON00436,D0695,CAMP017,2020-06-12,2291.19,Credit Card,Refunded
DON00437,D0952,CAMP009,2025-05-21,4928.02,Online,Failed
DON00438,D0948,CAMP017,2023-02-13,3519.92,Check,Refunded
DON00439,D0248,CAMP011,2020-09-05,3738.31,Credit Card,Failed
DON00440,D0944,CAMP023,2021-11-02,205.61,Cash,Refunded
DON00441,D0476,CAMP011,2020-10-29,1070.54,Cash,Failed
DON00442,D0315,CAMP001,2020-09-10,3961.27,Cash,Failed
DON00443,D0599,CAMP022,2024-02-10,3847.86,Check,Completed
DON00444,D0786,CAMP004,2024-01-29,2194.33,Online,Refunded
DON00445,D0379,CAMP007,2023-03-11,3026.27,Check,Refunded
DON00446,D0381,CAMP013,2021-04-19,567.4,Credit Card,Failed
DON00447,D0737,CAMP019,2025-04-26,4229.26,Cash,Refunded
DON00448,D0942,CAMP005,2025-04-30,1978.12,Cash,Refunded
DON00449,D0654,CAMP025,2022-10-08,2478.95,Check,Failed
DON00450,D0810,CAMP017,2022-06-18,3006.07,Cash,Failed
DON00451,D0788,CAMP021,2025-01-04,2691.52,Credit Card,Refunded
DON00452,D0724,CAMP011,2024-05-31,4689.99,Credit Card,Completed
DON00453,D0122,CAMP019,2024-01-08,4185.04,Online,Failed
DON00454,D0897,CAMP019,2020-10-07,4978.67,Cash,Failed
DON00455,D0446,CAMP022,2024-06-16,4574.91,Online,Failed
DON00456,D0178,CAMP005,2022-09-29,1057.93,Online,Refunded
DON00457,D0769,CAMP004,2024-05-19,358.52,Credit Card,Refunded
DON00458,D0517,CAMP006,2023-11-22,4624.5,Cash,Completed
DON00459,D0145,CAMP019,2024-03-05,674.77,Check,Completed
DON00460,D0367,CAMP008,2022-06-19,4036.97,Check,Refunded
DON00461,D0611,CAMP007,2022-09-06,3961.55,Credit Card,Refunded
DON00462,D0403,CAMP005,2021-04-12,2176.5,Cash,Failed
DON00463,D0636,CAMP005,2021-04-20,2330.42,Online,Failed
DON00464,D0012,CAMP021,2024-02-28,3413.3,Cash,Completed
DON00465,D0795,CAMP012,2024-07-10,1964.8,Cash,Failed
DON00466,D0522,CAMP018,2020-10-18,1355.07,Check,Completed
DON00467,D0077,CAMP007,2022-08-19,3485.91,Credit Card,Completed
DON00468,D0437,CAMP001,2022-08-21,3846.64,Online,Failed
DON00469,D0329,CAMP001,2025-03-01,2635.24,Cash,Refunded
DON00470,D0409,CAMP011,2023-11-29,1150.67,Check,Completed
DON00471,D0874,CAMP022,2023-07-12,441.97,Cash,Refunded
DON00472,D0921,CAMP018,2021-09-09,1360.17,Credit Card,Failed
DON00473,D0929,CAMP001,2021-05-23,4962.09,Credit Card,Failed
DON00474,D0679,CAMP012,2022-05-09,1003.83,Online,Refunded
DON00475,D0584,CAMP003,2023-10-11,2467.14,Online,Completed
DON00476,D0032,CAMP008,2021-08-29,1445.35,Online,Refunded
DON00477,D0447,CAMP024,2020-07-24,3777.65,Credit Card,Completed
DON00478,D0886,CAMP009,2021-03-05,171.34,Check,Failed
DON00479,D0419,CAMP022,2024-09-21,1376.37,Cash,Failed
DON00480,D0559,CAMP008,2022-06-28,2065.43,Online,Refunded
DON00481,D0643,CAMP017,2025-01-13,4854.94,Check,Completed
DON00482,D0337,CAMP019,2023-03-28,40.45,Check,Refunded
DON00483,D0761,CAMP018,2023-10-02,823.86,Online,Completed
DON00484,D0932,CAMP018,2020-09-18,3236.81,Online,Completed
DON00485,D0813,CAMP011,2024-01-12,1872.99,Credit Card,Completed
DON00486,D0082,CAMP003,2024-11-03,2794.46,Check,Refunded
DON00487,D0988,CAMP012,2024-04-13,3218.45,Cash,Refunded
DON00488,D0890,CAMP019,2023-01-18,133.34,Cash,Completed
DON00489,D0477,CAMP006,2021-07-27,604.7,Check,Failed
DON00490,D0445,CAMP002,2022-11-21,2672.46,Cash,Refunded
DON00491,D0663,CAMP002,2022-09-29,1541.01,Online,Completed
DON00492,D0054,CAMP009,2021-03-29,1464.08,Check,Refunded
DON00493,D0071,CAMP022,2023-08-26,3947.5,Credit Card,Failed
DON00494,D0733,CAMP021,2024-03-24,3852.16,Credit Card,Completed
DON00495,D0307,CAMP022,2020-08-23,175.37,Check,Failed
DON00496,D0758,CAMP008,2024-09-21,1058.06,Cash,Failed
DON00497,D0656,CAMP014,2024-12-01,4236.27,Check,Failed
DON00498,D0660,CAMP015,2023-07-02,1033.34,Credit Card,Failed
DON00499,D0092,CAMP007,2023-06-12,979.64,Check,Failed
DON00500,D0646,CAMP007,2024-01-29,1959.68,Cash,Completed
DON00501,D0259,CAMP016,2023-09-29,787.72,Online,Refunded
DON00502,D0207,CAMP024,2021-09-15,2058.26,Check,Refunded
DON00503,D0245,CAMP009,2020-09-18,429.94,Cash,Completed
DON00504,D0982,CAMP018,2021-03-24,1587.23,Check,Completed
DON00505,D0368,CAMP003,2021-06-08,1081.93,Check,Completed
DON00506,D0407,CAMP003,2022-04-14,203.15,Cash,Failed
DON00507,D0552,CAMP017,2025-01-29,4447.62,Online,Failed
DON00508,D0743,CAMP004,2022-11-05,3686.59,Check,Refunded
DON00509,D0382,CAMP006,2023-02-02,999.93,Online,Refunded
DON00510,D0803,CAMP001,2023-05-25,3284.5,Online,Completed
DON00511,D0066,CAMP014,2023-11-07,1743.4,Online,Completed
DON00512,D0065,CAMP019,2025-03-30,4214.31,Credit Card,Refunded
DON00513,D0859,CAMP011,2025-02-07,2139.7,Cash,Refunded
DON00514,D0032,CAMP020,2023-09-15,4604.32,Credit Card,Failed
DON00515,D0259,CAMP015,2024-10-29,1443.37,Check,Failed
DON00516,D0465,CAMP002,2023-05-16,369.14,Credit Card,Refunded
DON00517,D0650,CAMP010,2025-03-04,614.07,Check,Failed
DON00518,D0890,CAMP008,2021-07-28,4384.63,Credit Card,Failed
DON00519,D0515,CAMP007,2022-03-29,2173.39,Cash,Refunded
DON00520,D0098,CAMP017,2024-05-27,3480.12,Online,Refunded
DON00521,D0649,CAMP014,2023-11-02,3498.09,Online,Refunded
DON00522,D0926,CAMP016,2021-06-28,1680.18,Credit Card,Refunded
DON00523,D0987,CAMP020,2022-07-11,1865.51,Online,Failed
DON00524,D0893,CAMP023,2021-02-09,3250.45,Credit Card,Completed
DON00525,D0318,CAMP024,2025-05-09,2829.83,Check,Completed
DON00526,D0436,CAMP013,2020-07-21,381.89,Cash,Refunded
DON00527,D0116,CAMP005,2022-06-06,1487.57,Online,Completed
DON00528,D0388,CAMP008,2024-03-09,2567.43,Credit Card,Completed
DON00529,D0887,CAMP007,2021-12-14,4191.65,Credit Card,Failed
DON00530,D0150,CAMP020,2021-11-26,4235.07,Credit Card,Completed
DON00531,D0235,CAMP003,2022-10-15,877.14,Check,Refunded
DON00532,D0895,CAMP015,2022-04-22,2157.93,Credit Card,Completed
DON00533,D0607,CAMP005,2025-03-24,1501.87,Online,Completed
DON00534,D0715,CAMP021,2024-07-29,3091.5,Cash,Failed
DON00535,D0561,CAMP004,2024-05-03,3654.04,Credit Card,Completed
DON00536,D0425,CAMP024,2022-10-09,4491.35,Online,Completed
DON00537,D0743,CAMP003,2023-08-15,1744.43,Online,Failed
DON00538,D0756,CAMP013,2022-07-29,908.58,Credit Card,Failed
DON00539,D0035,CAMP004,2022-07-11,4164.26,Online,Refunded
DON00540,D0203,CAMP024,2023-02-28,4989.11,Credit Card,Failed
DON00541,D0710,CAMP010,2020-11-06,1694.32,Credit Card,Completed
DON00542,D0644,CAMP004,2022-09-25,2583.23,Cash,Failed
DON00543,D0758,CAMP001,2024-08-11,2880.4,Credit Card,Failed
DON00544,D0523,CAMP016,2024-07-10,4246.44,Cash,Refunded
DON00545,D0007,CAMP015,2021-11-12,1196.03,Cash,Failed
DON00546,D0064,CAMP012,2022-02-11,3086.13,Online,Failed
DON00547,D0520,CAMP016,2023-07-05,4192.53,Cash,Completed
DON00548,D0710,CAMP001,2022-02-03,3860.35,Credit Card,Completed
DON00549,D0118,CAMP023,2023-04-02,2473.62,Check,Refunded
DON00550,D0305,CAMP023,2023-09-02,578.31,Cash,Refunded
DON00551,D0793,CAMP011,2021-01-03,4912.57,Cash,Failed
DON00552,D0138,CAMP022,2022-08-23,4336.74,Cash,Failed
DON00553,D0333,CAMP022,2020-08-30,1110.35,Cash,Completed
DON00554,D0385,CAMP025,2022-11-09,3970.02,Credit Card,Failed
DON00555,D0366,CAMP015,2024-10-17,671.09,Cash,Refunded
DON00556,D0178,CAMP002,2023-12-29,3722.88,Cash,Completed
DON00557,D0025,CAMP008,2023-09-14,3656.29,Check,Completed
DON00558,D0898,CAMP020,2020-12-09,1125.04,Check,Completed
DON00559,D0138,CAMP001,2021-12-28,1685.26,Online,Completed
DON00560,D0950,CAMP016,2021-04-29,3691.36,Cash,Completed
DON00561,D0283,CAMP005,2021-02-06,2209.25,Cash,Completed
DON00562,D0283,CAMP012,2023-12-22,753.37,Credit Card,Refunded
DON00563,D0090,CAMP012,2023-06-08,3141.77,Cash,Completed
DON00564,D0085,CAMP012,2021-04-30,1285.9,Cash,Completed
DON00565,D0186,CAMP006,2025-03-23,525.86,Online,Completed
DON00566,D0660,CAMP016,2023-04-17,2496.34,Credit Card,Failed
DON00567,D0970,CAMP007,2024-12-12,133.68,Online,Refunded
DON00568,D0386,CAMP025,2024-04-22,881.82,Online,Completed
DON00569,D0754,CAMP011,2021-10-15,2336.51,Credit Card,Refunded
DON00570,D0311,CAMP020,2023-06-24,3800.03,Online,Completed
DON00571,D0617,CAMP007,2024-11-12,1697.74,Check,Refunded
DON00572,D0895,CAMP011,2024-11-17,328.5,Check,Refunded
DON00573,D0510,CAMP018,2024-01-12,1258.0,Check,Refunded
DON00574,D0220,CAMP014,2025-01-08,2519.6,Credit Card,Failed
DON00575,D0448,CAMP015,2021-04-18,4504.57,Credit Card,Refunded
DON00576,D0489,CAMP008,2024-06-08,4168.86,Online,Completed
DON00577,D0950,CAMP022,2021-01-01,1471.59,Credit Card,Refunded
DON00578,D0854,CAMP021,2021-04-11,848.48,Online,Refunded
DON00579,D0724,CAMP019,2021-08-11,2120.11,Cash,Completed
DON00580,D0255,CAMP004,2021-07-11,3710.59,Check,Refunded
DON00581,D0470,CAMP019,2024-12-05,171.3,Online,Failed
DON00582,D0605,CAMP003,2020-12-03,4467.87,Check,Failed
DON00583,D0157,CAMP012,2024-01-18,4186.47,Online,Failed
DON00584,D0342,CAMP023,2021-07-20,3187.78,Cash,Refunded
DON00585,D0264,CAMP013,2023-11-15,3220.14,Online,Failed
DON00586,D0363,CAMP010,2025-04-27,566.75,Credit Card,Refunded
DON00587,D0150,CAMP021,2021-01-10,1133.33,Cash,Completed
DON00588,D0374,CAMP014,2022-02-03,4715.87,Check,Completed
DON00589,D0562,CAMP005,2023-03-01,1152.04,Online,Refunded
DON00590,D0839,CAMP015,2025-05-09,3635.35,Credit Card,Completed
DON00591,D0990,CAMP023,2022-05-28,1596.16,Cash,Failed
DON00592,D0815,CAMP002,2022-09-10,1412.8,Online,Completed
DON00593,D0900,CAMP025,2021-10-15,3267.92,Credit Card,Failed
DON00594,D0055,CAMP016,2024-03-29,2167.97,Credit Card,Refunded
DON00595,D0295,CAMP015,2020-08-31,4412.08,Online,Failed
DON00596,D0865,CAMP009,2021-04-05,4695.51,Credit Card,Completed
DON00597,D0293,CAMP011,2021-07-13,836.14,Check,Failed
DON00598,D0248,CAMP021,2024-12-10,3527.94,Credit Card,Refunded
DON00599,D0534,CAMP001,2025-02-28,2072.44,Online,Refunded
DON00600,D0303,CAMP014,2021-02-19,1918.09,Cash,Refunded
DON00601,D0129,CAMP019,2023-06-12,4322.74,Credit Card,Completed
DON00602,D0750,CAMP024,2020-11-04,4210.55,Cash,Completed
DON00603,D0369,CAMP010,2023-01-20,2196.55,Cash,Failed
DON00604,D0660,CAMP014,2021-01-29,4584.79,Online,Failed
DON00605,D0317,CAMP003,2024-12-20,2518.02,Online,Refunded
DON00606,D0277,CAMP020,2024-05-07,2934.93,Cash,Failed
DON00607,D0874,CAMP012,2023-04-24,3397.7,Cash,Completed
DON00608,D0801,CAMP023,2024-05-02,4706.49,Credit Card,Completed
DON00609,D0725,CAMP015,2022-10-06,3085.18,Cash,Completed
DON00610,D0379,CAMP003,2023-12-12,675.38,Credit Card,Refunded
DON00611,D0995,CAMP021,2025-04-08,2325.68,Cash,Refunded
DON00612,D0870,CAMP016,2024-04-24,1460.87,Credit Card,Completed
DON00613,D0295,CAMP025,2024-09-18,2432.41,Cash,Refunded
DON00614,D0669,CAMP006,2023-04-23,2006.51,Credit Card,Failed
DON00615,D0621,CAMP008,2021-11-06,3528.69,Online,Refunded
DON00616,D0600,CAMP019,2022-07-11,2192.45,Credit Card,Refunded
DON00617,D0476,CAMP001,2022-05-30,731.58,Online,Refunded
DON00618,D0627,CAMP011,2021-01-29,2937.98,Online,Refunded
DON00619,D0434,CAMP007,2022-10-28,1185.6,Credit Card,Failed
DON00620,D0732,CAMP009,2024-09-29,1899.48,Credit Card,Refunded
DON00621,D0929,CAMP010,2020-09-25,985.78,Credit Card,Refunded
DON00622,D0440,CAMP025,2023-11-21,7.33,Cash,Failed
DON00623,D0968,CAMP007,2023-02-06,3039.62,Credit Card,Failed
DON00624,D0053,CAMP003,2020-10-03,231.92,Online,Refunded
DON00625,D0487,CAMP001,2021-12-29,553.34,Credit Card,Completed
DON00626,D0484,CAMP023,2022-12-23,2958.26,Check,Failed
DON00627,D0700,CAMP008,2021-12-13,3096.78,Online,Refunded
DON00628,D0034,CAMP007,2020-10-14,4782.8,Check,Refunded
DON00629,D0084,CAMP022,2025-04-01,1714.99,Credit Card,Completed
DON00630,D0377,CAMP022,2021-01-07,802.81,Credit Card,Completed
DON00631,D0566,CAMP011,2023-10-22,818.26,Check,Refunded
DON00632,D0108,CAMP001,2020-08-25,1731.15,Online,Failed
DON00633,D0430,CAMP025,2021-05-05,1878.09,Cash,Completed
DON00634,D0514,CAMP007,2024-07-23,4854.1,Check,Completed
DON00635,D0140,CAMP016,2022-05-18,356.33,Credit Card,Refunded
DON00636,D0459,CAMP002,2020-06-11,2631.85,Online,Completed
DON00637,D0856,CAMP020,2020-10-15,1552.76,Online,Failed
DON00638,D0473,CAMP022,2021-04-06,640.7,Credit Card,Completed
DON00639,D0741,CAMP013,2023-02-02,1143.36,Check,Completed
DON00640,D0740,CAMP019,2024-11-23,4613.54,Credit Card,Refunded
DON00641,D0583,CAMP005,2020-10-14,2948.43,Online,Failed
DON00642,D0777,CAMP017,2021-11-30,1710.29,Online,Completed
DON00643,D0381,CAMP001,2024-06-20,3204.24,Online,Completed
DON00644,D0839,CAMP010,2022-05-19,2442.27,Online,Refunded
DON00645,D0936,CAMP020,2023-07-22,3987.33,Online,Completed
DON00646,D0748,CAMP016,2023-09-23,2742.65,Online,Completed
DON00647,D0902,CAMP021,2024-08-05,2394.95,Credit Card,Failed
DON00648,D0647,CAMP018,2023-11-20,1412.73,Check,Failed
DON00649,D0487,CAMP021,2024-08-04,3255.99,Cash,Completed
DON00650,D0797,CAMP010,2023-10-22,163.4,Check,Completed
DON00651,D0525,CAMP011,2020-12-06,153.12,Online,Failed
DON00652,D0685,CAMP002,2021-04-13,486.07,Cash,Failed
DON00653,D0595,CAMP011,2023-05-07,4909.08,Credit Card,Refunded
DON00654,D0501,CAMP016,2022-07-06,1312.89,Check,Completed
DON00655,D0919,CAMP012,2023-06-13,799.08,Credit Card,Failed
DON00656,D0843,CAMP011,2024-04-13,1544.06,Check,Failed
DON00657,D0058,CAMP005,2021-11-17,3128.03,Online,Refunded
DON00658,D0100,CAMP020,2021-09-25,4948.8,Credit Card,Failed
DON00659,D0616,CAMP002,2021-12-14,4981.59,Check,Refunded
DON00660,D0188,CAMP019,2022-09-04,548.04,Credit Card,Refunded
DON00661,D0015,CAMP008,2024-08-05,1618.22,Check,Refunded
DON00662,D0519,CAMP004,2023-05-06,4037.23,Cash,Failed
DON00663,D0770,CAMP014,2021-04-09,987.11,Online,Failed
DON00664,D0600,CAMP018,2023-12-09,3087.05,Cash,Completed
DON00665,D0190,CAMP017,2020-06-26,2543.17,Online,Completed
DON00666,D0414,CAMP018,2025-02-20,1668.72,Cash,Refunded
DON00667,D0242,CAMP015,2025-01-09,4086.51,Check,Failed
DON00668,D0273,CAMP025,2023-07-22,4895.37,Check,Refunded
DON00669,D0656,CAMP006,2024-01-20,393.58,Check,Refunded
DON00670,D0084,CAMP003,2024-12-12,3633.47,Credit Card,Failed
DON00671,D0008,CAMP009,2020-12-18,2000.97,Online,Refunded
DON00672,D0555,CAMP003,2022-07-03,1507.26,Cash,Failed
DON00673,D0769,CAMP013,2023-07-10,2772.63,Online,Failed
DON00674,D0512,CAMP008,2025-03-27,4817.75,Online,Refunded
DON00675,D0621,CAMP025,2023-11-03,1746.78,Credit Card,Refunded
DON00676,D0577,CAMP016,2022-04-28,3894.69,Cash,Failed
DON00677,D0901,CAMP019,2025-05-23,1896.56,Credit Card,Completed
DON00678,D0979,CAMP009,2024-12-18,929.98,Cash,Completed
DON00679,D0731,CAMP005,2024-09-18,1808.45,Online,Refunded
DON00680,D0222,CAMP003,2024-08-23,2798.09,Online,Failed
DON00681,D0604,CAMP007,2024-06-27,1170.61,Credit Card,Refunded
DON00682,D0661,CAMP002,2024-10-08,1240.82,Cash,Failed
DON00683,D0931,CAMP012,2025-02-21,955.45,Credit Card,Failed
DON00684,D0579,CAMP011,2024-04-25,3963.99,Cash,Failed
DON00685,D0306,CAMP001,2021-06-12,2326.96,Check,Failed
DON00686,D0913,CAMP021,2021-12-28,1625.46,Cash,Completed
DON00687,D0187,CAMP009,2024-06-25,4108.88,Credit Card,Completed
DON00688,D0383,CAMP023,2023-09-21,1927.38,Credit Card,Failed
DON00689,D0180,CAMP015,2024-11-26,2568.38,Online,Failed
DON00690,D0259,CAMP025,2022-11-12,4873.47,Credit Card,Completed
DON00691,D0753,CAMP012,2021-03-14,4996.55,Online,Failed
DON00692,D0616,CAMP005,2021-03-11,809.7,Cash,Failed
DON00693,D0849,CAMP003,2024-03-09,4510.6,Check,Completed
DON00694,D0819,CAMP021,2025-02-26,2200.62,Online,Failed
DON00695,D0519,CAMP021,2025-03-13,1304.34,Online,Completed
DON00696,D0450,CAMP014,2021-12-17,1101.55,Online,Refunded
DON00697,D0767,CAMP006,2024-08-04,2206.91,Check,Completed
DON00698,D0554,CAMP024,2021-11-20,3213.27,Check,Completed
DON00699,D0724,CAMP005,2025-01-21,2635.5,Check,Failed
DON00700,D0824,CAMP015,2022-10-26,2358.75,Online,Failed
DON00701,D0332,CAMP016,2021-03-05,3151.93,Cash,Refunded
DON00702,D0558,CAMP021,2021-12-15,1085.89,Credit Card,Refunded
DON00703,D0332,CAMP001,2021-01-11,2934.36,Cash,Refunded
DON00704,D0705,CAMP011,2020-10-13,3945.88,Cash,Refunded
DON00705,D0270,CAMP014,2020-09-26,2097.1,Online,Completed
DON00706,D0467,CAMP001,2024-12-20,2133.26,Check,Failed
DON00707,D0618,CAMP004,2020-05-26,1365.93,Cash,Refunded
DON00708,D0124,CAMP013,2025-01-04,68.63,Credit Card,Failed
DON00709,D0826,CAMP008,2021-05-10,2910.28,Check,Failed
DON00710,D0601,CAMP008,2023-06-28,4638.89,Cash,Refunded
DON00711,D0080,CAMP002,2021-07-18,1545.54,Cash,Completed
DON00712,D0837,CAMP010,2024-04-26,3299.85,Online,Completed
DON00713,D0459,CAMP019,2021-09-08,2521.93,Online,Completed
DON00714,D0396,CAMP002,2021-08-05,4763.53,Credit Card,Failed
DON00715,D0150,CAMP021,2023-04-08,2620.25,Check,Refunded
DON00716,D0217,CAMP017,2020-09-30,3452.18,Cash,Completed
DON00717,D0205,CAMP024,2020-10-19,4132.32,Cash,Failed
DON00718,D0206,CAMP005,2020-07-27,2692.42,Check,Completed
DON00719,D0512,CAMP007,2020-12-01,2331.83,Credit Card,Failed
DON00720,D0378,CAMP020,2020-11-09,4230.46,Cash,Completed
DON00721,D0308,CAMP025,2022-10-08,3024.96,Check,Completed
DON00722,D0364,CAMP008,2023-03-07,2119.95,Check,Completed
DON00723,D0707,CAMP025,2021-12-18,1023.05,Credit Card,Completed
DON00724,D0378,CAMP023,2024-06-05,2837.75,Cash,Failed
DON00725,D0762,CAMP017,2024-05-18,4272.92,Credit Card,Completed
DON00726,D0691,CAMP024,2021-01-16,2985.3,Cash,Failed
DON00727,D0610,CAMP023,2023-09-28,4406.57,Check,Refunded
DON00728,D0314,CAMP002,2021-11-07,1520.09,Online,Failed
DON00729,D0845,CAMP017,2022-09-21,1487.42,Check,Refunded
DON00730,D0145,CAMP015,2020-06-10,1929.16,Cash,Refunded
DON00731,D0869,CAMP019,2022-08-09,2556.16,Online,Completed
DON00732,D0124,CAMP019,2025-02-18,1182.93,Credit Card,Failed
DON00733,D0521,CAMP020,2024-05-23,2415.74,Check,Refunded
DON00734,D0601,CAMP015,2023-06-04,40.29,Cash,Refunded
DON00735,D0316,CAMP010,2021-11-16,4367.43,Credit Card,Failed
DON00736,D0124,CAMP012,2023-04-27,3760.3,Online,Refunded
DON00737,D0954,CAMP001,2024-09-01,4940.11,Cash,Completed
DON00738,D0465,CAMP010,2023-08-13,4157.4,Cash,Failed
DON00739,D0756,CAMP012,2024-09-10,8.1,Credit Card,Failed
DON00740,D0798,CAMP008,2024-12-21,9.65,Cash,Failed
DON00741,D0219,CAMP007,2021-08-19,1304.79,Check,Failed
DON00742,D0417,CAMP006,2025-03-21,1181.43,Online,Completed
DON00743,D0714,CAMP022,2021-11-15,1716.96,Credit Card,Completed
DON00744,D0163,CAMP010,2024-12-22,1321.51,Online,Failed
DON00745,D0448,CAMP005,2023-08-02,4903.44,Check,Failed
DON00746,D0150,CAMP011,2024-03-21,833.99,Online,Refunded
DON00747,D0187,CAMP016,2023-06-24,4862.18,Cash,Failed
DON00748,D0896,CAMP018,2021-01-02,2732.3,Cash,Refunded
DON00749,D0038,CAMP018,2022-05-30,4769.87,Online,Completed
DON00750,D0249,CAMP020,2024-01-26,229.38,Credit Card,Refunded
DON00751,D0658,CAMP018,2023-07-06,2468.93,Credit Card,Refunded
DON00752,D0115,CAMP020,2021-05-24,1030.88,Credit Card,Refunded
DON00753,D0739,CAMP024,2022-09-29,1363.29,Check,Completed
DON00754,D0226,CAMP025,2021-07-07,1877.09,Cash,Failed
DON00755,D0828,CAMP016,2023-02-09,4466.73,Online,Completed
DON00756,D0170,CAMP016,2022-12-19,2450.09,Cash,Completed
DON00757,D0039,CAMP019,2023-05-20,4884.98,Online,Failed
DON00758,D0465,CAMP021,2022-07-22,85.12,Check,Failed
DON00759,D0136,CAMP003,2024-04-23,2942.32,Check,Refunded
DON00760,D0133,CAMP012,2024-11-22,3590.51,Credit Card,Failed
DON00761,D0147,CAMP011,2023-01-22,1950.33,Online,Completed
DON00762,D0634,CAMP017,2021-08-01,15.59,Cash,Refunded
DON00763,D0638,CAMP006,2022-10-27,3311.92,Credit Card,Refunded
DON00764,D0108,CAMP008,2020-11-07,2495.67,Online,Refunded
DON00765,D0963,CAMP005,2020-08-04,3108.74,Cash,Failed
DON00766,D0901,CAMP002,2024-05-30,3963.7,Online,Refunded
DON00767,D0817,CAMP015,2024-03-20,1475.83,Cash,Completed
DON00768,D0324,CAMP007,2020-07-25,1881.23,Credit Card,Completed
DON00769,D0481,CAMP017,2024-05-23,2813.06,Check,Completed
DON00770,D0581,CAMP010,2024-09-28,3176.28,Check,Completed
DON00771,D0208,CAMP023,2022-12-06,4468.69,Credit Card,Completed
DON00772,D0946,CAMP003,2024-02-16,2814.69,Cash,Completed
DON00773,D0372,CAMP005,2020-12-13,2429.96,Check,Failed
DON00774,D0750,CAMP017,2023-11-13,1454.34,Credit Card,Failed
DON00775,D0464,CAMP017,2022-07-22,4410.81,Credit Card,Completed
DON00776,D0171,CAMP002,2020-12-23,4104.43,Credit Card,Refunded
DON00777,D0636,CAMP003,2022-11-15,905.29,Credit Card,Failed
DON00778,D0984,CAMP015,2021-10-23,3635.48,Online,Failed
DON00779,D0845,CAMP011,2024-03-09,4247.14,Check,Failed
DON00780,D0377,CAMP007,2025-02-07,4211.64,Credit Card,Refunded
DON00781,D0092,CAMP001,2024-09-19,4569.33,Online,Refunded
DON00782,D0812,CAMP011,2020-12-10,3200.89,Credit Card,Completed
DON00783,D0760,CAMP014,2024-04-18,1495.26,Cash,Failed
DON00784,D0841,CAMP020,2024-12-31,3717.81,Credit Card,Failed
DON00785,D0727,CAMP022,2023-08-06,3752.87,Online,Failed
DON00786,D0598,CAMP022,2020-10-29,425.33,Cash,Completed
DON00787,D0460,CAMP010,2023-10-03,4158.4,Cash,Completed
DON00788,D0947,CAMP004,2021-11-30,937.4,Online,Completed
DON00789,D0072,CAMP008,2023-10-09,1051.16,Credit Card,Failed
DON00790,D0337,CAMP022,2025-01-10,3230.57,Check,Completed
DON00791,D0157,CAMP018,2023-11-28,2411.01,Cash,Failed
DON00792,D0197,CAMP023,2022-02-20,1918.46,Cash,Completed
DON00793,D0624,CAMP021,2021-10-15,4088.47,Online,Completed
